intervention_idx,dose_original,factor,dose_new,rmse_factual,rmse_cf,true_effect_mean,pred_effect_mean,effect_error
37,8.1,0.5,4.05,11.812072776358848,60.37244011835594,60.22222222222222,6.352031075905184,53.87019114631704
37,8.1,0.8,6.48,11.812072776358848,21.53427359877047,24.055555555555557,6.399854173426836,17.655701382128722
37,8.1,1.2,9.719999999999999,11.812072776358848,19.939293019086517,-24.833333333333332,-22.227620763031723,2.605712570301609
37,8.1,1.5,12.149999999999999,11.812072776358848,29.1413926390948,-53.833333333333336,-33.456782377359815,20.37655095597352
38,7.5,0.5,3.75,7.580810984818379,50.361528974224804,55.5,8.029061281586987,47.47093871841301
38,7.5,0.8,6.0,7.580810984818379,12.674463574201262,21.555555555555557,8.864543814586044,12.691011740969513
38,7.5,1.2,9.0,7.580810984818379,24.217751703780138,-22.52777777777778,-10.639887504897787,11.887890272879991
38,7.5,1.5,11.25,7.580810984818379,32.99544501386857,-48.333333333333336,-25.9488589546475,22.384474378685837
39,6.3,0.5,3.15,14.69276541688459,36.14636178111669,46.138888888888886,6.3986364402776905,39.740252448611194
39,6.3,0.8,5.04,14.69276541688459,6.783180215032797,17.38888888888889,6.333482003690228,11.05540688519866
39,6.3,1.2,7.56,14.69276541688459,26.158342849179377,-20.86111111111111,-8.874046229303453,11.987064881807658
39,6.3,1.5,9.45,14.69276541688459,42.00353185427365,-44.583333333333336,-15.593071229461945,28.99026210387139
40,7.6,0.5,3.8,47.79946321926035,84.86079133831613,54.388888888888886,16.961816336885878,37.42707255200301
40,7.6,0.8,6.08,47.79946321926035,61.37582697148383,21.13888888888889,6.174401274907774,14.964487613981115
40,7.6,1.2,9.12,47.79946321926035,38.30689751633535,-23.02777777777778,-5.273067750366233,17.754710027411544
40,7.6,1.5,11.399999999999999,47.79946321926035,41.33944378766119,-52.861111111111114,-11.55996769605775,41.30114341505336
41,4.9,0.5,2.45,10.161924046038466,21.514344938004637,35.94444444444444,7.93552731011428,28.00891713433016
41,4.9,0.8,3.9200000000000004,10.161924046038466,4.608795986198371,13.833333333333334,6.135093969773117,7.698239363560217
41,4.9,1.2,5.88,10.161924046038466,16.032876587730033,-14.5,-10.111251536971215,4.388748463028785
41,4.9,1.5,7.3500000000000005,10.161924046038466,28.59404725769085,-35.55555555555556,-20.490175917683704,15.065379637871853
42,4.4,0.5,2.2,5.83172090959795,40.46748789527954,33.138888888888886,0.06123610620092279,33.07765278268796
42,4.4,0.8,3.5200000000000005,5.83172090959795,18.22097764152124,13.277777777777779,0.15994060070616614,13.117837177071612
42,4.4,1.2,5.28,5.83172090959795,9.186744576267616,-12.666666666666666,-3.9831045112174692,8.683562155449197
42,4.4,1.5,6.6000000000000005,5.83172090959795,27.606722056186427,-32.30555555555556,-9.133066743807335,23.172488811748224
43,7.2,0.5,3.6,36.372231007494904,79.52281916779147,54.638888888888886,12.768764927574784,41.8701239613141
